Solution,RDMnum,Realization,Year,Utility,Project
0,0,298,23,Raleigh,Reallocate Falls Lake
0,0,298,33,Durham,Western JL WTP (Large)
0,0,298,48,Raleigh,Neuse River Intake
0,0,299,16,Durham,Western JL WTP (Small)
0,0,299,23,Raleigh,Reallocate Falls Lake
0,0,299,33,Durham,Western JL WTP (Large)
0,0,299,48,Raleigh,Neuse River Intake
0,0,300,16,Durham,Western JL WTP (Small)
0,0,300,23,Raleigh,Reallocate Falls Lake
0,0,300,33,Durham,Western JL WTP (Large)
0,0,301,16,Durham,Western JL WTP (Small)
0,0,301,23,Raleigh,Reallocate Falls Lake
0,0,301,33,Durham,Western JL WTP (Large)
0,0,301,50,Raleigh,Neuse River Intake
0,0,302,16,Durham,Western JL WTP (Small)
0,0,302,23,Raleigh,Reallocate Falls Lake
0,0,302,33,Durham,Western JL WTP (Large)
0,0,303,16,Durham,Western JL WTP (Small)
0,0,303,23,Raleigh,Reallocate Falls Lake
0,0,303,33,Durham,Western JL WTP (Large)
0,0,303,48,Raleigh,Neuse River Intake
0,0,304,16,Durham,Western JL WTP (Small)
0,0,304,23,Raleigh,Reallocate Falls Lake
0,0,304,33,Durham,Western JL WTP (Large)
0,0,304,45,Raleigh,Neuse River Intake
0,0,305,16,Durham,Western JL WTP (Small)
0,0,305,23,Raleigh,Reallocate Falls Lake
0,0,305,33,Durham,Western JL WTP (Large)
0,0,305,48,Raleigh,Neuse River Intake
0,0,306,16,Durham,Western JL WTP (Small)
0,0,306,21,Raleigh,Reallocate Falls Lake
0,0,306,33,Durham,Western JL WTP (Large)
0,0,306,44,Raleigh,Neuse River Intake
0,0,307,16,Durham,Western JL WTP (Small)
0,0,307,23,Raleigh,Reallocate Falls Lake
0,0,307,33,Durham,Western JL WTP (Large)
0,0,308,16,Durham,Western JL WTP (Small)
0,0,308,23,Raleigh,Reallocate Falls Lake
0,0,308,33,Durham,Western JL WTP (Large)
0,0,308,48,Raleigh,Neuse River Intake
0,0,309,16,Durham,Western JL WTP (Small)
0,0,309,23,Raleigh,Reallocate Falls Lake
0,0,309,33,Durham,Western JL WTP (Large)
0,0,309,45,Raleigh,Neuse River Intake
0,0,310,16,Durham,Western JL WTP (Small)
0,0,310,23,Raleigh,Reallocate Falls Lake
0,0,310,33,Durham,Western JL WTP (Large)
0,0,310,48,Raleigh,Neuse River Intake
0,0,311,16,Durham,Western JL WTP (Small)
0,0,311,23,Raleigh,Reallocate Falls Lake
0,0,311,33,Durham,Western JL WTP (Large)
0,0,311,48,Raleigh,Neuse River Intake
0,0,312,16,Durham,Western JL WTP (Small)
0,0,312,23,Raleigh,Reallocate Falls Lake
0,0,312,33,Durham,Western JL WTP (Large)
0,0,312,45,Raleigh,Neuse River Intake
0,0,313,16,Durham,Western JL WTP (Small)
0,0,313,23,Raleigh,Reallocate Falls Lake
0,0,313,33,Durham,Western JL WTP (Large)
0,0,313,48,Raleigh,Neuse River Intake
0,0,314,16,Durham,Western JL WTP (Small)
0,0,314,23,Raleigh,Reallocate Falls Lake
0,0,314,33,Durham,Western JL WTP (Large)
0,0,314,41,Raleigh,Neuse River Intake
0,0,315,16,Durham,Western JL WTP (Small)
0,0,315,22,Raleigh,Reallocate Falls Lake
0,0,315,33,Durham,Western JL WTP (Large)
0,0,315,43,Raleigh,Neuse River Intake
0,0,316,16,Durham,Western JL WTP (Small)
0,0,316,22,Raleigh,Reallocate Falls Lake
0,0,316,33,Durham,Western JL WTP (Large)
0,0,316,48,Raleigh,Neuse River Intake
0,0,317,16,Durham,Western JL WTP (Small)
0,0,317,22,Raleigh,Reallocate Falls Lake
0,0,317,33,Durham,Western JL WTP (Large)
0,0,317,48,Raleigh,Neuse River Intake
0,0,318,16,Durham,Western JL WTP (Small)
0,0,318,23,Raleigh,Reallocate Falls Lake
0,0,318,33,Durham,Western JL WTP (Large)
0,0,318,49,Raleigh,Neuse River Intake
0,0,319,16,Durham,Western JL WTP (Small)
0,0,319,23,Raleigh,Reallocate Falls Lake
0,0,319,33,Durham,Western JL WTP (Large)
0,0,320,16,Durham,Western JL WTP (Small)
0,0,320,23,Raleigh,Reallocate Falls Lake
0,0,320,33,Durham,Western JL WTP (Large)
0,0,321,16,Durham,Western JL WTP (Small)
0,0,321,23,Raleigh,Reallocate Falls Lake
0,0,321,33,Durham,Western JL WTP (Large)
0,0,321,49,Raleigh,Neuse River Intake
0,0,322,16,Durham,Western JL WTP (Small)
0,0,322,23,Raleigh,Reallocate Falls Lake
0,0,322,33,Durham,Western JL WTP (Large)
0,0,322,48,Raleigh,Neuse River Intake
0,0,323,16,Durham,Western JL WTP (Small)
0,0,323,23,Raleigh,Reallocate Falls Lake
0,0,323,33,Durham,Western JL WTP (Large)
0,0,323,48,Raleigh,Neuse River Intake
0,0,324,16,Durham,Western JL WTP (Small)
0,0,324,23,Raleigh,Reallocate Falls Lake
0,0,324,33,Durham,Western JL WTP (Large)
0,0,324,35,Raleigh,Neuse River Intake
0,0,325,16,Durham,Western JL WTP (Small)
0,0,325,23,Raleigh,Reallocate Falls Lake
0,0,325,33,Durham,Western JL WTP (Large)
0,0,325,47,Raleigh,Neuse River Intake
0,0,326,16,Durham,Western JL WTP (Small)
0,0,326,23,Raleigh,Reallocate Falls Lake
0,0,326,33,Durham,Western JL WTP (Large)
0,0,326,48,Raleigh,Neuse River Intake
0,0,327,16,Durham,Western JL WTP (Small)
0,0,327,23,Raleigh,Reallocate Falls Lake
0,0,327,33,Durham,Western JL WTP (Large)
0,0,327,48,Raleigh,Neuse River Intake
0,0,328,16,Durham,Western JL WTP (Small)
0,0,328,23,Raleigh,Reallocate Falls Lake
0,0,328,33,Durham,Western JL WTP (Large)
0,0,329,16,Durham,Western JL WTP (Small)
0,0,329,23,Raleigh,Reallocate Falls Lake
0,0,329,33,Durham,Western JL WTP (Large)
0,0,329,49,Raleigh,Neuse River Intake
0,0,330,16,Durham,Western JL WTP (Small)
0,0,330,23,Raleigh,Reallocate Falls Lake
0,0,330,33,Durham,Western JL WTP (Large)
0,0,330,50,Raleigh,Neuse River Intake
0,0,331,16,Durham,Western JL WTP (Small)
0,0,331,23,Raleigh,Reallocate Falls Lake
0,0,331,33,Durham,Western JL WTP (Large)
0,0,331,48,Raleigh,Neuse River Intake
0,0,332,16,Durham,Western JL WTP (Small)
0,0,332,21,Raleigh,Reallocate Falls Lake
0,0,332,33,Durham,Western JL WTP (Large)
0,0,332,48,Raleigh,Neuse River Intake
0,0,333,16,Durham,Western JL WTP (Small)
0,0,333,23,Raleigh,Reallocate Falls Lake
0,0,333,33,Durham,Western JL WTP (Large)
0,0,333,48,Raleigh,Neuse River Intake
0,0,334,16,Durham,Western JL WTP (Small)
0,0,334,23,Raleigh,Reallocate Falls Lake
0,0,334,33,Durham,Western JL WTP (Large)
0,0,334,52,Raleigh,Neuse River Intake
0,0,335,16,Durham,Western JL WTP (Small)
0,0,335,23,Raleigh,Reallocate Falls Lake
0,0,335,33,Durham,Western JL WTP (Large)
0,0,335,48,Raleigh,Neuse River Intake
0,0,336,16,Durham,Western JL WTP (Small)
0,0,336,23,Raleigh,Reallocate Falls Lake
0,0,336,33,Durham,Western JL WTP (Large)
0,0,337,16,Durham,Western JL WTP (Small)
0,0,337,23,Raleigh,Reallocate Falls Lake
0,0,337,33,Durham,Western JL WTP (Large)
0,0,337,48,Raleigh,Neuse River Intake
0,0,338,16,Durham,Western JL WTP (Small)
0,0,338,23,Raleigh,Reallocate Falls Lake
0,0,338,33,Durham,Western JL WTP (Large)
0,0,338,46,Raleigh,Neuse River Intake
0,0,339,16,Durham,Western JL WTP (Small)
0,0,339,23,Raleigh,Reallocate Falls Lake
0,0,339,33,Durham,Western JL WTP (Large)
0,0,339,48,Raleigh,Neuse River Intake
0,0,340,16,Durham,Western JL WTP (Small)
0,0,340,23,Raleigh,Reallocate Falls Lake
0,0,340,33,Durham,Western JL WTP (Large)
0,0,340,48,Raleigh,Neuse River Intake
0,0,341,16,Durham,Western JL WTP (Small)
0,0,341,23,Raleigh,Reallocate Falls Lake
0,0,341,33,Durham,Western JL WTP (Large)
0,0,342,16,Durham,Western JL WTP (Small)
0,0,342,23,Raleigh,Reallocate Falls Lake
0,0,342,33,Durham,Western JL WTP (Large)
0,0,342,48,Raleigh,Neuse River Intake
0,0,343,16,Durham,Western JL WTP (Small)
0,0,343,23,Raleigh,Reallocate Falls Lake
0,0,343,33,Durham,Western JL WTP (Large)
0,0,343,50,Raleigh,Neuse River Intake
0,0,344,16,Durham,Western JL WTP (Small)
0,0,344,23,Raleigh,Reallocate Falls Lake
0,0,344,33,Durham,Western JL WTP (Large)
0,0,344,48,Raleigh,Neuse River Intake
0,0,345,16,Durham,Western JL WTP (Small)
0,0,345,23,Raleigh,Reallocate Falls Lake
0,0,345,33,Durham,Western JL WTP (Large)
0,0,345,41,Raleigh,Neuse River Intake
0,0,346,16,Durham,Western JL WTP (Small)
0,0,346,23,Raleigh,Reallocate Falls Lake
0,0,346,33,Durham,Western JL WTP (Large)
0,0,346,48,Raleigh,Neuse River Intake
0,0,347,16,Durham,Western JL WTP (Small)
0,0,347,23,Raleigh,Reallocate Falls Lake
0,0,347,33,Durham,Western JL WTP (Large)
0,0,347,48,Raleigh,Neuse River Intake
0,0,348,16,Durham,Western JL WTP (Small)
0,0,348,21,Raleigh,Reallocate Falls Lake
0,0,348,33,Durham,Western JL WTP (Large)
0,0,348,48,Raleigh,Neuse River Intake
0,0,349,16,Durham,Western JL WTP (Small)
0,0,349,23,Raleigh,Reallocate Falls Lake
0,0,349,33,Durham,Western JL WTP (Large)
0,0,349,47,Raleigh,Neuse River Intake
0,0,350,16,Durham,Western JL WTP (Small)
0,0,350,23,Raleigh,Reallocate Falls Lake
0,0,350,33,Durham,Western JL WTP (Large)
0,0,350,48,Raleigh,Neuse River Intake
0,0,351,16,Durham,Western JL WTP (Small)
0,0,351,23,Raleigh,Reallocate Falls Lake
0,0,351,33,Durham,Western JL WTP (Large)
0,0,351,48,Raleigh,Neuse River Intake
0,0,352,16,Durham,Western JL WTP (Small)
0,0,352,23,Raleigh,Reallocate Falls Lake
0,0,352,33,Durham,Western JL WTP (Large)
0,0,352,47,Raleigh,Neuse River Intake
0,0,353,16,Durham,Western JL WTP (Small)
0,0,353,23,Raleigh,Reallocate Falls Lake
0,0,353,33,Durham,Western JL WTP (Large)
0,0,354,16,Durham,Western JL WTP (Small)
0,0,354,23,Raleigh,Reallocate Falls Lake
0,0,354,33,Durham,Western JL WTP (Large)
0,0,354,48,Raleigh,Neuse River Intake
0,0,355,16,Durham,Western JL WTP (Small)
0,0,355,23,Raleigh,Reallocate Falls Lake
0,0,355,33,Durham,Western JL WTP (Large)
0,0,355,48,Raleigh,Neuse River Intake
0,0,356,16,Durham,Western JL WTP (Small)
0,0,356,23,Raleigh,Reallocate Falls Lake
0,0,356,33,Durham,Western JL WTP (Large)
0,0,357,16,Durham,Western JL WTP (Small)
0,0,357,23,Raleigh,Reallocate Falls Lake
0,0,357,33,Durham,Western JL WTP (Large)
0,0,357,48,Raleigh,Neuse River Intake
0,0,358,16,Durham,Western JL WTP (Small)
0,0,358,23,Raleigh,Reallocate Falls Lake
0,0,358,33,Durham,Western JL WTP (Large)
0,0,358,50,Raleigh,Neuse River Intake
0,0,359,16,Durham,Western JL WTP (Small)
0,0,359,23,Raleigh,Reallocate Falls Lake
0,0,359,33,Durham,Western JL WTP (Large)
0,0,359,48,Raleigh,Neuse River Intake
0,0,360,16,Durham,Western JL WTP (Small)
0,0,360,23,Raleigh,Reallocate Falls Lake
0,0,360,33,Durham,Western JL WTP (Large)
0,0,360,48,Raleigh,Neuse River Intake
0,0,361,16,Durham,Western JL WTP (Small)
0,0,361,23,Raleigh,Reallocate Falls Lake
0,0,361,33,Durham,Western JL WTP (Large)
0,0,361,48,Raleigh,Neuse River Intake
0,0,362,16,Durham,Western JL WTP (Small)
0,0,362,22,Raleigh,Reallocate Falls Lake
0,0,362,33,Durham,Western JL WTP (Large)
0,0,362,48,Raleigh,Neuse River Intake
0,0,363,16,Durham,Western JL WTP (Small)
0,0,363,23,Raleigh,Reallocate Falls Lake
0,0,363,33,Durham,Western JL WTP (Large)
0,0,363,48,Raleigh,Neuse River Intake
0,0,364,16,Durham,Western JL WTP (Small)
0,0,364,23,Raleigh,Reallocate Falls Lake
0,0,364,33,Durham,Western JL WTP (Large)
0,0,364,49,Raleigh,Neuse River Intake
0,0,365,16,Durham,Western JL WTP (Small)
0,0,365,23,Raleigh,Reallocate Falls Lake
0,0,365,33,Durham,Western JL WTP (Large)
0,0,365,50,Raleigh,Neuse River Intake
0,0,366,16,Durham,Western JL WTP (Small)
0,0,366,23,Raleigh,Reallocate Falls Lake
0,0,366,33,Durham,Western JL WTP (Large)
0,0,367,16,Durham,Western JL WTP (Small)
0,0,367,23,Raleigh,Reallocate Falls Lake
0,0,367,33,Durham,Western JL WTP (Large)
0,0,368,16,Durham,Western JL WTP (Small)
0,0,368,23,Raleigh,Reallocate Falls Lake
0,0,368,33,Durham,Western JL WTP (Large)
0,0,369,16,Durham,Western JL WTP (Small)
0,0,369,23,Raleigh,Reallocate Falls Lake
0,0,369,33,Durham,Western JL WTP (Large)
0,0,369,48,Raleigh,Neuse River Intake
0,0,370,16,Durham,Western JL WTP (Small)
0,0,370,19,Raleigh,Reallocate Falls Lake
0,0,370,33,Durham,Western JL WTP (Large)
0,0,370,38,Raleigh,Neuse River Intake
0,0,371,16,Durham,Western JL WTP (Small)
0,0,371,23,Raleigh,Reallocate Falls Lake
0,0,371,33,Durham,Western JL WTP (Large)
0,0,371,48,Raleigh,Neuse River Intake
0,0,372,16,Durham,Western JL WTP (Small)
0,0,372,23,Raleigh,Reallocate Falls Lake
0,0,372,33,Durham,Western JL WTP (Large)
0,0,372,48,Raleigh,Neuse River Intake
0,0,373,16,Durham,Western JL WTP (Small)
0,0,373,23,Raleigh,Reallocate Falls Lake
0,0,373,33,Durham,Western JL WTP (Large)
0,0,373,48,Raleigh,Neuse River Intake
0,0,374,16,Durham,Western JL WTP (Small)
0,0,374,23,Raleigh,Reallocate Falls Lake
0,0,374,33,Durham,Western JL WTP (Large)
0,0,374,49,Raleigh,Neuse River Intake
0,0,375,16,Durham,Western JL WTP (Small)
0,0,375,23,Raleigh,Reallocate Falls Lake
0,0,375,33,Durham,Western JL WTP (Large)
0,0,375,50,Raleigh,Neuse River Intake
0,0,376,16,Durham,Western JL WTP (Small)
0,0,376,22,Raleigh,Reallocate Falls Lake
0,0,376,33,Durham,Western JL WTP (Large)
0,0,376,48,Raleigh,Neuse River Intake
0,0,377,16,Durham,Western JL WTP (Small)
0,0,377,23,Raleigh,Reallocate Falls Lake
0,0,377,33,Durham,Western JL WTP (Large)
0,0,377,48,Raleigh,Neuse River Intake
0,0,378,16,Durham,Western JL WTP (Small)
0,0,378,23,Raleigh,Reallocate Falls Lake
0,0,378,33,Durham,Western JL WTP (Large)
0,0,378,39,Raleigh,Neuse River Intake
0,0,379,16,Durham,Western JL WTP (Small)
0,0,379,23,Raleigh,Reallocate Falls Lake
0,0,379,33,Durham,Western JL WTP (Large)
0,0,380,16,Durham,Western JL WTP (Small)
0,0,380,23,Raleigh,Reallocate Falls Lake
0,0,380,33,Durham,Western JL WTP (Large)
0,0,380,49,Raleigh,Neuse River Intake
0,0,381,16,Durham,Western JL WTP (Small)
0,0,381,23,Raleigh,Reallocate Falls Lake
0,0,381,33,Durham,Western JL WTP (Large)
0,0,381,48,Raleigh,Neuse River Intake
0,0,382,16,Durham,Western JL WTP (Small)
0,0,382,22,Raleigh,Reallocate Falls Lake
0,0,382,33,Durham,Western JL WTP (Large)
0,0,382,40,Raleigh,Neuse River Intake
0,0,383,16,Durham,Western JL WTP (Small)
0,0,383,22,Raleigh,Reallocate Falls Lake
0,0,383,33,Durham,Western JL WTP (Large)
0,0,383,48,Raleigh,Neuse River Intake
0,0,384,16,Durham,Western JL WTP (Small)
0,0,384,23,Raleigh,Reallocate Falls Lake
0,0,384,33,Durham,Western JL WTP (Large)
0,0,385,16,Durham,Western JL WTP (Small)
0,0,385,23,Raleigh,Reallocate Falls Lake
0,0,385,33,Durham,Western JL WTP (Large)
0,0,385,50,Raleigh,Neuse River Intake
0,0,386,16,Durham,Western JL WTP (Small)
0,0,386,23,Raleigh,Reallocate Falls Lake
0,0,386,33,Durham,Western JL WTP (Large)
0,0,387,16,Durham,Western JL WTP (Small)
0,0,387,21,Raleigh,Reallocate Falls Lake
0,0,387,33,Durham,Western JL WTP (Large)
0,0,387,48,Raleigh,Neuse River Intake
0,0,388,16,Durham,Western JL WTP (Small)
0,0,388,23,Raleigh,Reallocate Falls Lake
0,0,388,33,Durham,Western JL WTP (Large)
0,0,388,48,Raleigh,Neuse River Intake
0,0,389,16,Durham,Western JL WTP (Small)
0,0,389,23,Raleigh,Reallocate Falls Lake
0,0,389,33,Durham,Western JL WTP (Large)
0,0,389,48,Raleigh,Neuse River Intake
0,0,390,16,Durham,Western JL WTP (Small)
0,0,390,23,Raleigh,Reallocate Falls Lake
0,0,390,33,Durham,Western JL WTP (Large)
0,0,390,48,Raleigh,Neuse River Intake
0,0,391,16,Durham,Western JL WTP (Small)
0,0,391,23,Raleigh,Reallocate Falls Lake
0,0,391,33,Durham,Western JL WTP (Large)
0,0,391,44,Raleigh,Neuse River Intake
0,0,392,16,Durham,Western JL WTP (Small)
0,0,392,23,Raleigh,Reallocate Falls Lake
0,0,392,33,Durham,Western JL WTP (Large)
0,0,392,45,Raleigh,Neuse River Intake
0,0,393,16,Durham,Western JL WTP (Small)
0,0,393,23,Raleigh,Reallocate Falls Lake
0,0,393,33,Durham,Western JL WTP (Large)
0,0,393,45,Raleigh,Neuse River Intake
0,0,394,16,Durham,Western JL WTP (Small)
0,0,394,23,Raleigh,Reallocate Falls Lake
0,0,394,33,Durham,Western JL WTP (Large)
0,0,394,48,Raleigh,Neuse River Intake
0,0,395,16,Durham,Western JL WTP (Small)
0,0,395,23,Raleigh,Reallocate Falls Lake
0,0,395,33,Durham,Western JL WTP (Large)
0,0,396,16,Durham,Western JL WTP (Small)
0,0,396,21,Raleigh,Reallocate Falls Lake
0,0,396,33,Durham,Western JL WTP (Large)
0,0,396,48,Raleigh,Neuse River Intake
0,0,397,16,Durham,Western JL WTP (Small)
0,0,397,23,Raleigh,Reallocate Falls Lake
0,0,397,33,Durham,Western JL WTP (Large)
0,0,397,45,Raleigh,Neuse River Intake
0,0,398,16,Durham,Western JL WTP (Small)
0,0,398,23,Raleigh,Reallocate Falls Lake
0,0,398,33,Durham,Western JL WTP (Large)
0,0,398,48,Raleigh,Neuse River Intake
0,0,399,16,Durham,Western JL WTP (Small)
0,0,399,23,Raleigh,Reallocate Falls Lake
0,0,399,33,Durham,Western JL WTP (Large)
0,0,399,48,Raleigh,Neuse River Intake
0,0,400,16,Durham,Western JL WTP (Small)
0,0,400,23,Raleigh,Reallocate Falls Lake
0,0,400,33,Durham,Western JL WTP (Large)
0,0,400,48,Raleigh,Neuse River Intake
0,0,401,16,Durham,Western JL WTP (Small)
0,0,401,23,Raleigh,Reallocate Falls Lake
0,0,401,33,Durham,Western JL WTP (Large)
0,0,402,16,Durham,Western JL WTP (Small)
0,0,402,21,Raleigh,Reallocate Falls Lake
0,0,402,33,Durham,Western JL WTP (Large)
0,0,402,46,Raleigh,Neuse River Intake
0,0,403,16,Durham,Western JL WTP (Small)
0,0,403,23,Raleigh,Reallocate Falls Lake
0,0,403,33,Durham,Western JL WTP (Large)
0,0,404,16,Durham,Western JL WTP (Small)
0,0,404,23,Raleigh,Reallocate Falls Lake
0,0,404,33,Durham,Western JL WTP (Large)
0,0,404,50,Raleigh,Neuse River Intake
0,0,405,16,Durham,Western JL WTP (Small)
0,0,405,17,Raleigh,Reallocate Falls Lake
0,0,405,33,Durham,Western JL WTP (Large)
0,0,405,33,Raleigh,Neuse River Intake
0,0,406,16,Durham,Western JL WTP (Small)
0,0,406,23,Raleigh,Reallocate Falls Lake
0,0,406,33,Durham,Western JL WTP (Large)
0,0,406,48,Raleigh,Neuse River Intake
0,0,407,16,Durham,Western JL WTP (Small)
0,0,407,23,Raleigh,Reallocate Falls Lake
0,0,407,33,Durham,Western JL WTP (Large)
0,0,407,46,Raleigh,Neuse River Intake
0,0,408,16,Durham,Western JL WTP (Small)
0,0,408,23,Raleigh,Reallocate Falls Lake
0,0,408,33,Durham,Western JL WTP (Large)
0,0,408,50,Raleigh,Neuse River Intake
0,0,409,16,Durham,Western JL WTP (Small)
0,0,409,23,Raleigh,Reallocate Falls Lake
0,0,409,33,Durham,Western JL WTP (Large)
0,0,409,48,Raleigh,Neuse River Intake
0,0,410,16,Durham,Western JL WTP (Small)
0,0,410,22,Raleigh,Reallocate Falls Lake
0,0,410,33,Durham,Western JL WTP (Large)
0,0,410,47,Raleigh,Neuse River Intake
0,0,411,16,Durham,Western JL WTP (Small)
0,0,411,23,Raleigh,Reallocate Falls Lake
0,0,411,33,Durham,Western JL WTP (Large)
0,0,411,43,Raleigh,Neuse River Intake
0,0,412,16,Durham,Western JL WTP (Small)
0,0,412,23,Raleigh,Reallocate Falls Lake
0,0,412,33,Durham,Western JL WTP (Large)
0,0,413,16,Durham,Western JL WTP (Small)
0,0,413,21,Raleigh,Reallocate Falls Lake
0,0,413,33,Durham,Western JL WTP (Large)
0,0,413,46,Raleigh,Neuse River Intake
0,0,414,16,Durham,Western JL WTP (Small)
0,0,414,23,Raleigh,Reallocate Falls Lake
0,0,414,33,Durham,Western JL WTP (Large)
0,0,415,16,Durham,Western JL WTP (Small)
0,0,415,23,Raleigh,Reallocate Falls Lake
0,0,415,33,Durham,Western JL WTP (Large)
0,0,416,16,Durham,Western JL WTP (Small)
0,0,416,21,Raleigh,Reallocate Falls Lake
0,0,416,33,Durham,Western JL WTP (Large)
0,0,416,45,Raleigh,Neuse River Intake
0,0,417,16,Durham,Western JL WTP (Small)
0,0,417,23,Raleigh,Reallocate Falls Lake
0,0,417,33,Durham,Western JL WTP (Large)
0,0,418,16,Durham,Western JL WTP (Small)
0,0,418,23,Raleigh,Reallocate Falls Lake
0,0,418,33,Durham,Western JL WTP (Large)
0,0,418,46,Raleigh,Neuse River Intake
0,0,419,16,Durham,Western JL WTP (Small)
0,0,419,23,Raleigh,Reallocate Falls Lake
0,0,419,33,Durham,Western JL WTP (Large)
0,0,419,37,Raleigh,Neuse River Intake
0,0,420,16,Durham,Western JL WTP (Small)
0,0,420,23,Raleigh,Reallocate Falls Lake
0,0,420,33,Durham,Western JL WTP (Large)
0,0,420,46,Raleigh,Neuse River Intake
0,0,421,16,Durham,Western JL WTP (Small)
0,0,421,23,Raleigh,Reallocate Falls Lake
0,0,421,33,Durham,Western JL WTP (Large)
0,0,421,50,Raleigh,Neuse River Intake
0,0,422,16,Durham,Western JL WTP (Small)
0,0,422,23,Raleigh,Reallocate Falls Lake
0,0,422,33,Durham,Western JL WTP (Large)
0,0,422,50,Raleigh,Neuse River Intake
0,0,423,16,Durham,Western JL WTP (Small)
0,0,423,23,Raleigh,Reallocate Falls Lake
0,0,423,33,Durham,Western JL WTP (Large)
0,0,423,50,Raleigh,Neuse River Intake
0,0,424,16,Durham,Western JL WTP (Small)
0,0,424,23,Raleigh,Reallocate Falls Lake
0,0,424,33,Durham,Western JL WTP (Large)
0,0,424,51,Raleigh,Neuse River Intake
0,0,425,16,Durham,Western JL WTP (Small)
0,0,425,23,Raleigh,Reallocate Falls Lake
0,0,425,33,Durham,Western JL WTP (Large)
0,0,425,48,Raleigh,Neuse River Intake
0,0,426,16,Durham,Western JL WTP (Small)
0,0,426,23,Raleigh,Reallocate Falls Lake
0,0,426,33,Durham,Western JL WTP (Large)
0,0,426,46,Raleigh,Neuse River Intake
0,0,427,16,Durham,Western JL WTP (Small)
0,0,427,23,Raleigh,Reallocate Falls Lake
0,0,427,33,Durham,Western JL WTP (Large)
0,0,428,16,Durham,Western JL WTP (Small)
0,0,428,21,Raleigh,Reallocate Falls Lake
0,0,428,33,Durham,Western JL WTP (Large)
0,0,428,37,Raleigh,Neuse River Intake
0,0,429,16,Durham,Western JL WTP (Small)
0,0,429,23,Raleigh,Reallocate Falls Lake
0,0,429,33,Durham,Western JL WTP (Large)
0,0,429,48,Raleigh,Neuse River Intake
0,0,430,16,Durham,Western JL WTP (Small)
0,0,430,23,Raleigh,Reallocate Falls Lake
0,0,430,33,Durham,Western JL WTP (Large)
0,0,430,48,Raleigh,Neuse River Intake
0,0,431,16,Durham,Western JL WTP (Small)
0,0,431,21,Raleigh,Reallocate Falls Lake
0,0,431,33,Durham,Western JL WTP (Large)
0,0,431,48,Raleigh,Neuse River Intake
0,0,432,16,Durham,Western JL WTP (Small)
0,0,432,23,Raleigh,Reallocate Falls Lake
0,0,432,33,Durham,Western JL WTP (Large)
0,0,433,16,Durham,Western JL WTP (Small)
0,0,433,23,Raleigh,Reallocate Falls Lake
0,0,433,33,Durham,Western JL WTP (Large)
0,0,434,16,Durham,Western JL WTP (Small)
0,0,434,23,Raleigh,Reallocate Falls Lake
0,0,434,33,Durham,Western JL WTP (Large)
0,0,434,47,Raleigh,Neuse River Intake
0,0,435,16,Durham,Western JL WTP (Small)
0,0,435,23,Raleigh,Reallocate Falls Lake
0,0,435,33,Durham,Western JL WTP (Large)
0,0,435,48,Raleigh,Neuse River Intake
0,0,436,16,Durham,Western JL WTP (Small)
0,0,436,23,Raleigh,Reallocate Falls Lake
0,0,436,33,Durham,Western JL WTP (Large)
0,0,436,46,Raleigh,Neuse River Intake
0,0,437,16,Durham,Western JL WTP (Small)
0,0,437,23,Raleigh,Reallocate Falls Lake
0,0,437,33,Durham,Western JL WTP (Large)
0,0,437,48,Raleigh,Neuse River Intake
0,0,438,16,Durham,Western JL WTP (Small)
0,0,438,23,Raleigh,Reallocate Falls Lake
0,0,438,33,Durham,Western JL WTP (Large)
0,0,439,16,Durham,Western JL WTP (Small)
0,0,439,23,Raleigh,Reallocate Falls Lake
0,0,439,33,Durham,Western JL WTP (Large)
0,0,439,47,Raleigh,Neuse River Intake
0,0,440,16,Durham,Western JL WTP (Small)
0,0,440,21,Raleigh,Reallocate Falls Lake
0,0,440,33,Durham,Western JL WTP (Large)
0,0,440,48,Raleigh,Neuse River Intake
0,0,441,16,Durham,Western JL WTP (Small)
0,0,441,23,Raleigh,Reallocate Falls Lake
0,0,441,33,Durham,Western JL WTP (Large)
0,0,441,48,Raleigh,Neuse River Intake
0,0,442,16,Durham,Western JL WTP (Small)
0,0,442,22,Raleigh,Reallocate Falls Lake
0,0,442,33,Durham,Western JL WTP (Large)
0,0,442,48,Raleigh,Neuse River Intake
0,0,443,16,Durham,Western JL WTP (Small)
0,0,443,23,Raleigh,Reallocate Falls Lake
0,0,443,33,Durham,Western JL WTP (Large)
0,0,444,16,Durham,Western JL WTP (Small)
0,0,444,23,Raleigh,Reallocate Falls Lake
0,0,444,33,Durham,Western JL WTP (Large)
0,0,444,48,Raleigh,Neuse River Intake
0,0,445,16,Durham,Western JL WTP (Small)
0,0,445,23,Raleigh,Reallocate Falls Lake
0,0,445,33,Durham,Western JL WTP (Large)
0,0,446,16,Durham,Western JL WTP (Small)
0,0,446,23,Raleigh,Reallocate Falls Lake
0,0,446,33,Durham,Western JL WTP (Large)
0,0,446,49,Raleigh,Neuse River Intake
0,0,447,16,Durham,Western JL WTP (Small)
0,0,447,23,Raleigh,Reallocate Falls Lake
0,0,447,33,Durham,Western JL WTP (Large)
0,0,447,47,Raleigh,Neuse River Intake
0,0,448,16,Durham,Western JL WTP (Small)
0,0,448,23,Raleigh,Reallocate Falls Lake
0,0,448,33,Durham,Western JL WTP (Large)
0,0,448,50,Raleigh,Neuse River Intake
