Solution,RDMnum,Realization,Year,Utility,Project
0,0,753,23,Raleigh,Reallocate Falls Lake
0,0,753,33,Durham,Western JL WTP (Large)
0,0,753,48,Raleigh,Neuse River Intake
0,0,754,16,Durham,Western JL WTP (Small)
0,0,754,21,Raleigh,Reallocate Falls Lake
0,0,754,33,Durham,Western JL WTP (Large)
0,0,754,41,Raleigh,Neuse River Intake
0,0,755,16,Durham,Western JL WTP (Small)
0,0,755,23,Raleigh,Reallocate Falls Lake
0,0,755,33,Durham,Western JL WTP (Large)
0,0,756,16,Durham,Western JL WTP (Small)
0,0,756,21,Raleigh,Reallocate Falls Lake
0,0,756,33,Durham,Western JL WTP (Large)
0,0,756,48,Raleigh,Neuse River Intake
0,0,757,16,Durham,Western JL WTP (Small)
0,0,757,23,Raleigh,Reallocate Falls Lake
0,0,757,33,Durham,Western JL WTP (Large)
0,0,757,48,Raleigh,Neuse River Intake
0,0,758,16,Durham,Western JL WTP (Small)
0,0,758,23,Raleigh,Reallocate Falls Lake
0,0,758,33,Durham,Western JL WTP (Large)
0,0,758,48,Raleigh,Neuse River Intake
0,0,759,16,Durham,Western JL WTP (Small)
0,0,759,23,Raleigh,Reallocate Falls Lake
0,0,759,33,Durham,Western JL WTP (Large)
0,0,759,49,Raleigh,Neuse River Intake
0,0,760,16,Durham,Western JL WTP (Small)
0,0,760,23,Raleigh,Reallocate Falls Lake
0,0,760,33,Durham,Western JL WTP (Large)
0,0,761,16,Durham,Western JL WTP (Small)
0,0,761,21,Raleigh,Reallocate Falls Lake
0,0,761,33,Durham,Western JL WTP (Large)
0,0,761,48,Raleigh,Neuse River Intake
0,0,762,16,Durham,Western JL WTP (Small)
0,0,762,23,Raleigh,Reallocate Falls Lake
0,0,762,33,Durham,Western JL WTP (Large)
0,0,762,46,Raleigh,Neuse River Intake
0,0,763,16,Durham,Western JL WTP (Small)
0,0,763,23,Raleigh,Reallocate Falls Lake
0,0,763,33,Durham,Western JL WTP (Large)
0,0,763,49,Raleigh,Neuse River Intake
0,0,764,16,Durham,Western JL WTP (Small)
0,0,764,23,Raleigh,Reallocate Falls Lake
0,0,764,33,Durham,Western JL WTP (Large)
0,0,764,44,Raleigh,Neuse River Intake
0,0,765,16,Durham,Western JL WTP (Small)
0,0,765,23,Raleigh,Reallocate Falls Lake
0,0,765,33,Durham,Western JL WTP (Large)
0,0,765,47,Raleigh,Neuse River Intake
0,0,766,16,Durham,Western JL WTP (Small)
0,0,766,23,Raleigh,Reallocate Falls Lake
0,0,766,33,Durham,Western JL WTP (Large)
0,0,766,49,Raleigh,Neuse River Intake
0,0,767,16,Durham,Western JL WTP (Small)
0,0,767,23,Raleigh,Reallocate Falls Lake
0,0,767,33,Durham,Western JL WTP (Large)
0,0,768,16,Durham,Western JL WTP (Small)
0,0,768,23,Raleigh,Reallocate Falls Lake
0,0,768,33,Durham,Western JL WTP (Large)
0,0,768,43,Raleigh,Neuse River Intake
0,0,769,16,Durham,Western JL WTP (Small)
0,0,769,23,Raleigh,Reallocate Falls Lake
0,0,769,33,Durham,Western JL WTP (Large)
0,0,769,48,Raleigh,Neuse River Intake
0,0,770,16,Durham,Western JL WTP (Small)
0,0,770,23,Raleigh,Reallocate Falls Lake
0,0,770,33,Durham,Western JL WTP (Large)
0,0,770,46,Raleigh,Neuse River Intake
0,0,771,16,Durham,Western JL WTP (Small)
0,0,771,23,Raleigh,Reallocate Falls Lake
0,0,771,33,Durham,Western JL WTP (Large)
0,0,772,16,Durham,Western JL WTP (Small)
0,0,772,21,Raleigh,Reallocate Falls Lake
0,0,772,33,Durham,Western JL WTP (Large)
0,0,772,48,Raleigh,Neuse River Intake
0,0,773,16,Durham,Western JL WTP (Small)
0,0,773,23,Raleigh,Reallocate Falls Lake
0,0,773,33,Durham,Western JL WTP (Large)
0,0,774,16,Durham,Western JL WTP (Small)
0,0,774,20,Raleigh,Reallocate Falls Lake
0,0,774,33,Durham,Western JL WTP (Large)
0,0,774,34,Raleigh,Neuse River Intake
0,0,775,16,Durham,Western JL WTP (Small)
0,0,775,23,Raleigh,Reallocate Falls Lake
0,0,775,33,Durham,Western JL WTP (Large)
0,0,775,48,Raleigh,Neuse River Intake
0,0,776,16,Durham,Western JL WTP (Small)
0,0,776,23,Raleigh,Reallocate Falls Lake
0,0,776,33,Durham,Western JL WTP (Large)
0,0,776,48,Raleigh,Neuse River Intake
0,0,777,16,Durham,Western JL WTP (Small)
0,0,777,23,Raleigh,Reallocate Falls Lake
0,0,777,33,Durham,Western JL WTP (Large)
0,0,777,48,Raleigh,Neuse River Intake
0,0,778,16,Durham,Western JL WTP (Small)
0,0,778,21,Raleigh,Reallocate Falls Lake
0,0,778,33,Durham,Western JL WTP (Large)
0,0,778,47,Raleigh,Neuse River Intake
0,0,779,16,Durham,Western JL WTP (Small)
0,0,779,21,Raleigh,Reallocate Falls Lake
0,0,779,33,Durham,Western JL WTP (Large)
0,0,779,40,Raleigh,Neuse River Intake
0,0,780,16,Durham,Western JL WTP (Small)
0,0,780,23,Raleigh,Reallocate Falls Lake
0,0,780,33,Durham,Western JL WTP (Large)
0,0,780,49,Raleigh,Neuse River Intake
0,0,781,16,Durham,Western JL WTP (Small)
0,0,781,23,Raleigh,Reallocate Falls Lake
0,0,781,33,Durham,Western JL WTP (Large)
0,0,781,50,Raleigh,Neuse River Intake
0,0,782,16,Durham,Western JL WTP (Small)
0,0,782,23,Raleigh,Reallocate Falls Lake
0,0,782,33,Durham,Western JL WTP (Large)
0,0,782,48,Raleigh,Neuse River Intake
0,0,783,16,Durham,Western JL WTP (Small)
0,0,783,21,Raleigh,Reallocate Falls Lake
0,0,783,33,Durham,Western JL WTP (Large)
0,0,783,43,Raleigh,Neuse River Intake
0,0,784,16,Durham,Western JL WTP (Small)
0,0,784,21,Raleigh,Reallocate Falls Lake
0,0,784,33,Durham,Western JL WTP (Large)
0,0,784,48,Raleigh,Neuse River Intake
0,0,785,16,Durham,Western JL WTP (Small)
0,0,785,23,Raleigh,Reallocate Falls Lake
0,0,785,33,Durham,Western JL WTP (Large)
0,0,785,50,Raleigh,Neuse River Intake
0,0,786,16,Durham,Western JL WTP (Small)
0,0,786,23,Raleigh,Reallocate Falls Lake
0,0,786,33,Durham,Western JL WTP (Large)
0,0,787,16,Durham,Western JL WTP (Small)
0,0,787,23,Raleigh,Reallocate Falls Lake
0,0,787,33,Durham,Western JL WTP (Large)
0,0,787,50,Raleigh,Neuse River Intake
0,0,788,16,Durham,Western JL WTP (Small)
0,0,788,23,Raleigh,Reallocate Falls Lake
0,0,788,33,Durham,Western JL WTP (Large)
0,0,788,36,Raleigh,Neuse River Intake
0,0,789,16,Durham,Western JL WTP (Small)
0,0,789,23,Raleigh,Reallocate Falls Lake
0,0,789,33,Durham,Western JL WTP (Large)
0,0,789,48,Raleigh,Neuse River Intake
0,0,790,16,Durham,Western JL WTP (Small)
0,0,790,22,Raleigh,Reallocate Falls Lake
0,0,790,33,Durham,Western JL WTP (Large)
0,0,790,48,Raleigh,Neuse River Intake
0,0,791,16,Durham,Western JL WTP (Small)
0,0,791,23,Raleigh,Reallocate Falls Lake
0,0,791,33,Durham,Western JL WTP (Large)
0,0,791,48,Raleigh,Neuse River Intake
0,0,792,16,Durham,Western JL WTP (Small)
0,0,792,20,Raleigh,Reallocate Falls Lake
0,0,792,33,Durham,Western JL WTP (Large)
0,0,792,40,Raleigh,Neuse River Intake
0,0,793,16,Durham,Western JL WTP (Small)
0,0,793,21,Raleigh,Reallocate Falls Lake
0,0,793,33,Durham,Western JL WTP (Large)
0,0,793,40,Raleigh,Neuse River Intake
0,0,794,16,Durham,Western JL WTP (Small)
0,0,794,23,Raleigh,Reallocate Falls Lake
0,0,794,33,Durham,Western JL WTP (Large)
0,0,795,16,Durham,Western JL WTP (Small)
0,0,795,23,Raleigh,Reallocate Falls Lake
0,0,795,33,Durham,Western JL WTP (Large)
0,0,795,50,Raleigh,Neuse River Intake
0,0,796,16,Durham,Western JL WTP (Small)
0,0,796,23,Raleigh,Reallocate Falls Lake
0,0,796,33,Durham,Western JL WTP (Large)
0,0,796,48,Raleigh,Neuse River Intake
0,0,797,16,Durham,Western JL WTP (Small)
0,0,797,22,Raleigh,Reallocate Falls Lake
0,0,797,33,Durham,Western JL WTP (Large)
0,0,797,48,Raleigh,Neuse River Intake
0,0,798,16,Durham,Western JL WTP (Small)
0,0,798,23,Raleigh,Reallocate Falls Lake
0,0,798,33,Durham,Western JL WTP (Large)
0,0,798,48,Raleigh,Neuse River Intake
0,0,799,16,Durham,Western JL WTP (Small)
0,0,799,23,Raleigh,Reallocate Falls Lake
0,0,799,33,Durham,Western JL WTP (Large)
0,0,799,42,Raleigh,Neuse River Intake
0,0,800,16,Durham,Western JL WTP (Small)
0,0,800,23,Raleigh,Reallocate Falls Lake
0,0,800,33,Durham,Western JL WTP (Large)
0,0,800,40,Raleigh,Neuse River Intake
0,0,801,16,Durham,Western JL WTP (Small)
0,0,801,22,Raleigh,Reallocate Falls Lake
0,0,801,33,Durham,Western JL WTP (Large)
0,0,801,39,Raleigh,Neuse River Intake
0,0,802,16,Durham,Western JL WTP (Small)
0,0,802,23,Raleigh,Reallocate Falls Lake
0,0,802,33,Durham,Western JL WTP (Large)
0,0,802,48,Raleigh,Neuse River Intake
0,0,803,16,Durham,Western JL WTP (Small)
0,0,803,23,Raleigh,Reallocate Falls Lake
0,0,803,33,Durham,Western JL WTP (Large)
0,0,803,47,Raleigh,Neuse River Intake
0,0,804,16,Durham,Western JL WTP (Small)
0,0,804,23,Raleigh,Reallocate Falls Lake
0,0,804,33,Durham,Western JL WTP (Large)
0,0,805,16,Durham,Western JL WTP (Small)
0,0,805,23,Raleigh,Reallocate Falls Lake
0,0,805,33,Durham,Western JL WTP (Large)
0,0,805,50,Raleigh,Neuse River Intake
0,0,806,16,Durham,Western JL WTP (Small)
0,0,806,23,Raleigh,Reallocate Falls Lake
0,0,806,33,Durham,Western JL WTP (Large)
0,0,806,47,Raleigh,Neuse River Intake
0,0,807,16,Durham,Western JL WTP (Small)
0,0,807,23,Raleigh,Reallocate Falls Lake
0,0,807,33,Durham,Western JL WTP (Large)
0,0,807,42,Raleigh,Neuse River Intake
0,0,808,16,Durham,Western JL WTP (Small)
0,0,808,23,Raleigh,Reallocate Falls Lake
0,0,808,33,Durham,Western JL WTP (Large)
0,0,808,48,Raleigh,Neuse River Intake
0,0,809,16,Durham,Western JL WTP (Small)
0,0,809,23,Raleigh,Reallocate Falls Lake
0,0,809,33,Durham,Western JL WTP (Large)
0,0,810,16,Durham,Western JL WTP (Small)
0,0,810,23,Raleigh,Reallocate Falls Lake
0,0,810,33,Durham,Western JL WTP (Large)
0,0,810,48,Raleigh,Neuse River Intake
0,0,811,16,Durham,Western JL WTP (Small)
0,0,811,21,Raleigh,Reallocate Falls Lake
0,0,811,33,Durham,Western JL WTP (Large)
0,0,811,44,Raleigh,Neuse River Intake
0,0,812,16,Durham,Western JL WTP (Small)
0,0,812,23,Raleigh,Reallocate Falls Lake
0,0,812,33,Durham,Western JL WTP (Large)
0,0,812,48,Raleigh,Neuse River Intake
0,0,813,16,Durham,Western JL WTP (Small)
0,0,813,22,Raleigh,Reallocate Falls Lake
0,0,813,33,Durham,Western JL WTP (Large)
0,0,813,48,Raleigh,Neuse River Intake
0,0,814,16,Durham,Western JL WTP (Small)
0,0,814,23,Raleigh,Reallocate Falls Lake
0,0,814,33,Durham,Western JL WTP (Large)
0,0,815,16,Durham,Western JL WTP (Small)
0,0,815,23,Raleigh,Reallocate Falls Lake
0,0,815,33,Durham,Western JL WTP (Large)
0,0,815,48,Raleigh,Neuse River Intake
0,0,816,16,Durham,Western JL WTP (Small)
0,0,816,23,Raleigh,Reallocate Falls Lake
0,0,816,33,Durham,Western JL WTP (Large)
0,0,816,48,Raleigh,Neuse River Intake
0,0,817,16,Durham,Western JL WTP (Small)
0,0,817,23,Raleigh,Reallocate Falls Lake
0,0,817,33,Durham,Western JL WTP (Large)
0,0,817,48,Raleigh,Neuse River Intake
0,0,818,16,Durham,Western JL WTP (Small)
0,0,818,23,Raleigh,Reallocate Falls Lake
0,0,818,33,Durham,Western JL WTP (Large)
0,0,818,45,Raleigh,Neuse River Intake
0,0,819,16,Durham,Western JL WTP (Small)
0,0,819,21,Raleigh,Reallocate Falls Lake
0,0,819,33,Durham,Western JL WTP (Large)
0,0,819,48,Raleigh,Neuse River Intake
0,0,820,16,Durham,Western JL WTP (Small)
0,0,820,23,Raleigh,Reallocate Falls Lake
0,0,820,33,Durham,Western JL WTP (Large)
0,0,821,16,Durham,Western JL WTP (Small)
0,0,821,23,Raleigh,Reallocate Falls Lake
0,0,821,33,Durham,Western JL WTP (Large)
0,0,821,48,Raleigh,Neuse River Intake
0,0,822,16,Durham,Western JL WTP (Small)
0,0,822,23,Raleigh,Reallocate Falls Lake
0,0,822,33,Durham,Western JL WTP (Large)
0,0,822,41,Raleigh,Neuse River Intake
0,0,823,16,Durham,Western JL WTP (Small)
0,0,823,23,Raleigh,Reallocate Falls Lake
0,0,823,33,Durham,Western JL WTP (Large)
0,0,823,48,Raleigh,Neuse River Intake
0,0,824,16,Durham,Western JL WTP (Small)
0,0,824,23,Raleigh,Reallocate Falls Lake
0,0,824,33,Durham,Western JL WTP (Large)
0,0,825,16,Durham,Western JL WTP (Small)
0,0,825,23,Raleigh,Reallocate Falls Lake
0,0,825,33,Durham,Western JL WTP (Large)
0,0,825,48,Raleigh,Neuse River Intake
0,0,826,16,Durham,Western JL WTP (Small)
0,0,826,23,Raleigh,Reallocate Falls Lake
0,0,826,33,Durham,Western JL WTP (Large)
0,0,826,48,Raleigh,Neuse River Intake
0,0,827,16,Durham,Western JL WTP (Small)
0,0,827,23,Raleigh,Reallocate Falls Lake
0,0,827,33,Durham,Western JL WTP (Large)
0,0,827,48,Raleigh,Neuse River Intake
0,0,828,16,Durham,Western JL WTP (Small)
0,0,828,23,Raleigh,Reallocate Falls Lake
0,0,828,33,Durham,Western JL WTP (Large)
0,0,829,16,Durham,Western JL WTP (Small)
0,0,829,23,Raleigh,Reallocate Falls Lake
0,0,829,33,Durham,Western JL WTP (Large)
0,0,830,16,Durham,Western JL WTP (Small)
0,0,830,23,Raleigh,Reallocate Falls Lake
0,0,830,33,Durham,Western JL WTP (Large)
0,0,831,16,Durham,Western JL WTP (Small)
0,0,831,23,Raleigh,Reallocate Falls Lake
0,0,831,33,Durham,Western JL WTP (Large)
0,0,831,48,Raleigh,Neuse River Intake
0,0,832,16,Durham,Western JL WTP (Small)
0,0,832,23,Raleigh,Reallocate Falls Lake
0,0,832,33,Durham,Western JL WTP (Large)
0,0,832,46,Raleigh,Neuse River Intake
0,0,833,16,Durham,Western JL WTP (Small)
0,0,833,21,Raleigh,Reallocate Falls Lake
0,0,833,33,Durham,Western JL WTP (Large)
0,0,833,40,Raleigh,Neuse River Intake
0,0,834,16,Durham,Western JL WTP (Small)
0,0,834,23,Raleigh,Reallocate Falls Lake
0,0,834,33,Durham,Western JL WTP (Large)
0,0,834,48,Raleigh,Neuse River Intake
0,0,835,16,Durham,Western JL WTP (Small)
0,0,835,23,Raleigh,Reallocate Falls Lake
0,0,835,33,Durham,Western JL WTP (Large)
0,0,835,50,Raleigh,Neuse River Intake
0,0,836,16,Durham,Western JL WTP (Small)
0,0,836,23,Raleigh,Reallocate Falls Lake
0,0,836,33,Durham,Western JL WTP (Large)
0,0,837,16,Durham,Western JL WTP (Small)
0,0,837,23,Raleigh,Reallocate Falls Lake
0,0,837,33,Durham,Western JL WTP (Large)
0,0,837,48,Raleigh,Neuse River Intake
0,0,838,16,Durham,Western JL WTP (Small)
0,0,838,21,Raleigh,Reallocate Falls Lake
0,0,838,33,Durham,Western JL WTP (Large)
0,0,838,46,Raleigh,Neuse River Intake
0,0,839,16,Durham,Western JL WTP (Small)
0,0,839,23,Raleigh,Reallocate Falls Lake
0,0,839,33,Durham,Western JL WTP (Large)
0,0,839,48,Raleigh,Neuse River Intake
0,0,840,16,Durham,Western JL WTP (Small)
0,0,840,21,Raleigh,Reallocate Falls Lake
0,0,840,33,Durham,Western JL WTP (Large)
0,0,840,48,Raleigh,Neuse River Intake
0,0,841,16,Durham,Western JL WTP (Small)
0,0,841,23,Raleigh,Reallocate Falls Lake
0,0,841,33,Durham,Western JL WTP (Large)
0,0,841,44,Raleigh,Neuse River Intake
0,0,842,16,Durham,Western JL WTP (Small)
0,0,842,23,Raleigh,Reallocate Falls Lake
0,0,842,33,Durham,Western JL WTP (Large)
0,0,842,48,Raleigh,Neuse River Intake
0,0,843,16,Durham,Western JL WTP (Small)
0,0,843,23,Raleigh,Reallocate Falls Lake
0,0,843,33,Durham,Western JL WTP (Large)
0,0,843,52,Raleigh,Neuse River Intake
0,0,844,16,Durham,Western JL WTP (Small)
0,0,844,23,Raleigh,Reallocate Falls Lake
0,0,844,33,Durham,Western JL WTP (Large)
0,0,844,46,Raleigh,Neuse River Intake
0,0,845,16,Durham,Western JL WTP (Small)
0,0,845,23,Raleigh,Reallocate Falls Lake
0,0,845,33,Durham,Western JL WTP (Large)
0,0,845,48,Raleigh,Neuse River Intake
0,0,846,16,Durham,Western JL WTP (Small)
0,0,846,23,Raleigh,Reallocate Falls Lake
0,0,846,33,Durham,Western JL WTP (Large)
0,0,847,16,Durham,Western JL WTP (Small)
0,0,847,23,Raleigh,Reallocate Falls Lake
0,0,847,33,Durham,Western JL WTP (Large)
0,0,848,16,Durham,Western JL WTP (Small)
0,0,848,23,Raleigh,Reallocate Falls Lake
0,0,848,33,Durham,Western JL WTP (Large)
0,0,848,46,Raleigh,Neuse River Intake
0,0,849,16,Durham,Western JL WTP (Small)
0,0,849,23,Raleigh,Reallocate Falls Lake
0,0,849,33,Durham,Western JL WTP (Large)
0,0,850,16,Durham,Western JL WTP (Small)
0,0,850,23,Raleigh,Reallocate Falls Lake
0,0,850,33,Durham,Western JL WTP (Large)
0,0,850,48,Raleigh,Neuse River Intake
0,0,851,16,Durham,Western JL WTP (Small)
0,0,851,23,Raleigh,Reallocate Falls Lake
0,0,851,33,Durham,Western JL WTP (Large)
0,0,851,45,Raleigh,Neuse River Intake
0,0,852,16,Durham,Western JL WTP (Small)
0,0,852,21,Raleigh,Reallocate Falls Lake
0,0,852,33,Durham,Western JL WTP (Large)
0,0,852,44,Raleigh,Neuse River Intake
0,0,853,16,Durham,Western JL WTP (Small)
0,0,853,23,Raleigh,Reallocate Falls Lake
0,0,853,33,Durham,Western JL WTP (Large)
0,0,854,16,Durham,Western JL WTP (Small)
0,0,854,23,Raleigh,Reallocate Falls Lake
0,0,854,33,Durham,Western JL WTP (Large)
0,0,854,48,Raleigh,Neuse River Intake
0,0,855,16,Durham,Western JL WTP (Small)
0,0,855,23,Raleigh,Reallocate Falls Lake
0,0,855,33,Durham,Western JL WTP (Large)
0,0,855,48,Raleigh,Neuse River Intake
0,0,856,16,Durham,Western JL WTP (Small)
0,0,856,23,Raleigh,Reallocate Falls Lake
0,0,856,33,Durham,Western JL WTP (Large)
0,0,856,48,Raleigh,Neuse River Intake
0,0,857,16,Durham,Western JL WTP (Small)
0,0,857,21,Raleigh,Reallocate Falls Lake
0,0,857,33,Durham,Western JL WTP (Large)
0,0,857,46,Raleigh,Neuse River Intake
0,0,858,16,Durham,Western JL WTP (Small)
0,0,858,22,Raleigh,Reallocate Falls Lake
0,0,858,33,Durham,Western JL WTP (Large)
0,0,858,41,Raleigh,Neuse River Intake
0,0,859,16,Durham,Western JL WTP (Small)
0,0,859,21,Raleigh,Reallocate Falls Lake
0,0,859,33,Durham,Western JL WTP (Large)
0,0,859,38,Raleigh,Neuse River Intake
0,0,860,16,Durham,Western JL WTP (Small)
0,0,860,23,Raleigh,Reallocate Falls Lake
0,0,860,33,Durham,Western JL WTP (Large)
0,0,860,48,Raleigh,Neuse River Intake
0,0,861,16,Durham,Western JL WTP (Small)
0,0,861,23,Raleigh,Reallocate Falls Lake
0,0,861,33,Durham,Western JL WTP (Large)
0,0,861,43,Raleigh,Neuse River Intake
0,0,862,16,Durham,Western JL WTP (Small)
0,0,862,23,Raleigh,Reallocate Falls Lake
0,0,862,33,Durham,Western JL WTP (Large)
0,0,863,16,Durham,Western JL WTP (Small)
0,0,863,23,Raleigh,Reallocate Falls Lake
0,0,863,33,Durham,Western JL WTP (Large)
0,0,863,52,Raleigh,Neuse River Intake
0,0,864,16,Durham,Western JL WTP (Small)
0,0,864,23,Raleigh,Reallocate Falls Lake
0,0,864,33,Durham,Western JL WTP (Large)
0,0,864,48,Raleigh,Neuse River Intake
0,0,865,16,Durham,Western JL WTP (Small)
0,0,865,23,Raleigh,Reallocate Falls Lake
0,0,865,33,Durham,Western JL WTP (Large)
0,0,865,48,Raleigh,Neuse River Intake
0,0,866,16,Durham,Western JL WTP (Small)
0,0,866,21,Raleigh,Reallocate Falls Lake
0,0,866,33,Durham,Western JL WTP (Large)
0,0,866,45,Raleigh,Neuse River Intake
0,0,867,16,Durham,Western JL WTP (Small)
0,0,867,23,Raleigh,Reallocate Falls Lake
0,0,867,33,Durham,Western JL WTP (Large)
0,0,868,16,Durham,Western JL WTP (Small)
0,0,868,21,Raleigh,Reallocate Falls Lake
0,0,868,33,Durham,Western JL WTP (Large)
0,0,868,47,Raleigh,Neuse River Intake
0,0,869,16,Durham,Western JL WTP (Small)
0,0,869,23,Raleigh,Reallocate Falls Lake
0,0,869,33,Durham,Western JL WTP (Large)
0,0,869,48,Raleigh,Neuse River Intake
0,0,870,16,Durham,Western JL WTP (Small)
0,0,870,23,Raleigh,Reallocate Falls Lake
0,0,870,33,Durham,Western JL WTP (Large)
0,0,871,16,Durham,Western JL WTP (Small)
0,0,871,23,Raleigh,Reallocate Falls Lake
0,0,871,33,Durham,Western JL WTP (Large)
0,0,871,43,Raleigh,Neuse River Intake
0,0,872,16,Durham,Western JL WTP (Small)
0,0,872,23,Raleigh,Reallocate Falls Lake
0,0,872,33,Durham,Western JL WTP (Large)
0,0,872,48,Raleigh,Neuse River Intake
0,0,873,16,Durham,Western JL WTP (Small)
0,0,873,23,Raleigh,Reallocate Falls Lake
0,0,873,33,Durham,Western JL WTP (Large)
0,0,873,50,Raleigh,Neuse River Intake
0,0,874,16,Durham,Western JL WTP (Small)
0,0,874,23,Raleigh,Reallocate Falls Lake
0,0,874,33,Durham,Western JL WTP (Large)
0,0,874,48,Raleigh,Neuse River Intake
0,0,875,16,Durham,Western JL WTP (Small)
0,0,875,23,Raleigh,Reallocate Falls Lake
0,0,875,33,Durham,Western JL WTP (Large)
0,0,875,48,Raleigh,Neuse River Intake
0,0,876,16,Durham,Western JL WTP (Small)
0,0,876,21,Raleigh,Reallocate Falls Lake
0,0,876,33,Durham,Western JL WTP (Large)
0,0,876,39,Raleigh,Neuse River Intake
0,0,877,16,Durham,Western JL WTP (Small)
0,0,877,23,Raleigh,Reallocate Falls Lake
0,0,877,33,Durham,Western JL WTP (Large)
0,0,877,42,Raleigh,Neuse River Intake
0,0,878,16,Durham,Western JL WTP (Small)
0,0,878,23,Raleigh,Reallocate Falls Lake
0,0,878,33,Durham,Western JL WTP (Large)
0,0,878,48,Raleigh,Neuse River Intake
0,0,879,16,Durham,Western JL WTP (Small)
0,0,879,21,Raleigh,Reallocate Falls Lake
0,0,879,33,Durham,Western JL WTP (Large)
0,0,879,46,Raleigh,Neuse River Intake
0,0,880,16,Durham,Western JL WTP (Small)
0,0,880,23,Raleigh,Reallocate Falls Lake
0,0,880,33,Durham,Western JL WTP (Large)
0,0,880,48,Raleigh,Neuse River Intake
0,0,881,16,Durham,Western JL WTP (Small)
0,0,881,21,Raleigh,Reallocate Falls Lake
0,0,881,33,Durham,Western JL WTP (Large)
0,0,881,33,Raleigh,Neuse River Intake
0,0,882,16,Durham,Western JL WTP (Small)
0,0,882,23,Raleigh,Reallocate Falls Lake
0,0,882,33,Durham,Western JL WTP (Large)
0,0,883,16,Durham,Western JL WTP (Small)
0,0,883,21,Raleigh,Reallocate Falls Lake
0,0,883,33,Durham,Western JL WTP (Large)
0,0,883,48,Raleigh,Neuse River Intake
0,0,884,16,Durham,Western JL WTP (Small)
0,0,884,23,Raleigh,Reallocate Falls Lake
0,0,884,33,Durham,Western JL WTP (Large)
0,0,884,48,Raleigh,Neuse River Intake
0,0,885,16,Durham,Western JL WTP (Small)
0,0,885,23,Raleigh,Reallocate Falls Lake
0,0,885,33,Durham,Western JL WTP (Large)
0,0,886,16,Durham,Western JL WTP (Small)
0,0,886,23,Raleigh,Reallocate Falls Lake
0,0,886,33,Durham,Western JL WTP (Large)
0,0,886,48,Raleigh,Neuse River Intake
0,0,887,16,Durham,Western JL WTP (Small)
0,0,887,23,Raleigh,Reallocate Falls Lake
0,0,887,33,Durham,Western JL WTP (Large)
0,0,887,40,Raleigh,Neuse River Intake
0,0,888,16,Durham,Western JL WTP (Small)
0,0,888,23,Raleigh,Reallocate Falls Lake
0,0,888,33,Durham,Western JL WTP (Large)
0,0,888,48,Raleigh,Neuse River Intake
0,0,889,16,Durham,Western JL WTP (Small)
0,0,889,21,Raleigh,Reallocate Falls Lake
0,0,889,33,Durham,Western JL WTP (Large)
0,0,889,47,Raleigh,Neuse River Intake
0,0,890,16,Durham,Western JL WTP (Small)
0,0,890,22,Raleigh,Reallocate Falls Lake
0,0,890,33,Durham,Western JL WTP (Large)
0,0,890,46,Raleigh,Neuse River Intake
0,0,891,16,Durham,Western JL WTP (Small)
0,0,891,21,Raleigh,Reallocate Falls Lake
0,0,891,33,Durham,Western JL WTP (Large)
0,0,891,48,Raleigh,Neuse River Intake
0,0,892,16,Durham,Western JL WTP (Small)
0,0,892,23,Raleigh,Reallocate Falls Lake
0,0,892,33,Durham,Western JL WTP (Large)
0,0,892,46,Raleigh,Neuse River Intake
0,0,893,16,Durham,Western JL WTP (Small)
0,0,893,23,Raleigh,Reallocate Falls Lake
0,0,893,33,Durham,Western JL WTP (Large)
0,0,893,48,Raleigh,Neuse River Intake
0,0,894,16,Durham,Western JL WTP (Small)
0,0,894,22,Raleigh,Reallocate Falls Lake
0,0,894,33,Durham,Western JL WTP (Large)
0,0,894,43,Raleigh,Neuse River Intake
0,0,895,16,Durham,Western JL WTP (Small)
0,0,895,23,Raleigh,Reallocate Falls Lake
0,0,895,33,Durham,Western JL WTP (Large)
0,0,895,49,Raleigh,Neuse River Intake
0,0,896,16,Durham,Western JL WTP (Small)
0,0,896,23,Raleigh,Reallocate Falls Lake
0,0,896,33,Durham,Western JL WTP (Large)
0,0,896,47,Raleigh,Neuse River Intake
0,0,897,16,Durham,Western JL WTP (Small)
0,0,897,21,Raleigh,Reallocate Falls Lake
0,0,897,33,Durham,Western JL WTP (Large)
0,0,897,41,Raleigh,Neuse River Intake
0,0,898,16,Durham,Western JL WTP (Small)
0,0,898,23,Raleigh,Reallocate Falls Lake
0,0,898,33,Durham,Western JL WTP (Large)
0,0,898,46,Raleigh,Neuse River Intake
0,0,899,16,Durham,Western JL WTP (Small)
0,0,899,23,Raleigh,Reallocate Falls Lake
0,0,899,33,Durham,Western JL WTP (Large)
0,0,899,48,Raleigh,Neuse River Intake
0,0,900,16,Durham,Western JL WTP (Small)
0,0,900,23,Raleigh,Reallocate Falls Lake
0,0,900,33,Durham,Western JL WTP (Large)
0,0,900,47,Raleigh,Neuse River Intake
0,0,901,16,Durham,Western JL WTP (Small)
0,0,901,22,Raleigh,Reallocate Falls Lake
0,0,901,33,Durham,Western JL WTP (Large)
0,0,901,42,Raleigh,Neuse River Intake
0,0,902,16,Durham,Western JL WTP (Small)
0,0,902,23,Raleigh,Reallocate Falls Lake
0,0,902,33,Durham,Western JL WTP (Large)
0,0,902,50,Raleigh,Neuse River Intake
0,0,903,16,Durham,Western JL WTP (Small)
