Rank,Realization,Year,Week,RaleighTargetStorageFraction,DurhamTargetStorageFraction,TTR,TTD,TTO,RRR,BBD,Rstor,Dstor
0,2,8,7,0.62,0.4,0,0,0,0,0,1,1
0,2,8,8,0.64,0.42,0,0,0,0,0,1,1
0,2,8,9,0.64,0.42,0,0,0,0,0,1,1
0,2,8,10,0.66,0.48,0,0,0,0,0,1,1
0,2,8,11,0.66,0.54,0,0,0,0,0,1,1
0,2,8,12,0.74,0.58,0,0,0,0,0,1,1
0,2,8,13,0.74,0.66,0,0,0,0,0,1,1
0,2,8,14,0.74,0.72,0,0,0,0,0,1,1
0,2,8,15,0.74,0.76,0,0,0,0,0,1,1
0,2,8,16,0.8,0.78,0,0,0,0,0,1,1
0,2,8,17,0.84,0.78,0,0,0,0,0,0.999408,1
0,2,8,18,0.84,0.76,0,0,0,0,0,0.99989,1
0,2,8,19,0.84,0.76,0,0,0,0,0,0.985565,0.996947
0,2,8,20,0.84,0.76,0,0,0,0,0,0.981902,0.994681
0,2,8,21,0.84,0.8,0,0,0,0,0,1,1
0,2,8,22,0.8,0.8,0,0,0,0,0,1,1
0,2,8,23,0.8,0.82,0,0,0,0,0,1,1
0,2,8,24,0.78,0.86,0,0,0,0,0,1,1
0,2,8,25,0.76,0.88,0,0,0,0,0,1,1
0,2,8,26,0.74,0.88,0,0,0,0,0,0.998597,1
0,2,8,27,0.7,0.88,0,0,0,0,0,1,1
0,2,8,28,0.66,0.86,0,0,0,0,0,1,1
0,2,8,29,0.64,0.84,0,0,0,0,0,1,0.999742
0,2,8,30,0.62,0.8,0,0,0,0,0,1,1
0,2,8,31,0.6,0.76,0,0,0,0,0,1,1
0,2,8,32,0.58,0.74,0,0,0,0,0,1,1
0,2,8,33,0.54,0.72,0,0,0,0,0,0.999382,1
0,2,8,34,0.56,0.68,0,0,0,0,0,0.991996,1
0,2,8,35,0.54,0.66,0,0,0,0,0,0.986974,1
0,2,8,36,0.54,0.62,0,0,0,0,0,0.995094,1
0,2,8,37,0.52,0.6,0,0,0,0,0,0.990026,1
0,2,8,38,0.5,0.56,0,0,0,0,0,0.990455,1
0,2,8,39,0.48,0.56,0,0,0,0,0,1,1
0,2,8,40,0.48,0.56,0,0,0,0,0,0.997015,0.990654
0,2,8,41,0.48,0.54,0,0,0,0,0,0.99024,0.973487
0,2,8,42,0.5,0.5,0,0,0,0,0,0.987709,0.99003
0,2,8,43,0.5,0.46,0,0,0,0,0,1,0.987238
0,2,8,44,0.52,0.44,0,0,0,0,0,1,0.959929
0,2,8,45,0.52,0.42,0,0,0,0,0,1,0.964349
0,2,8,46,0.52,0.38,0,0,0,0,0,0.995394,0.952839
0,2,8,47,0.5,0.36,0,0,0,0,0,1,1
0,2,8,48,0.5,0.34,0,0,0,0,0,1,1
0,2,8,49,0.5,0.3,0,0,0,0,0,1,1
0,2,8,50,0.5,0.28,0,0,0,0,0,1,1
0,2,8,51,0.5,0.26,0,0,0,0,0,1,0.99726
0,2,8,52,0.5,0.24,0,0,0,0,0,0.986459,0.98028
0,2,9,1,0.54,0.24,0,0,0,0,0,0.9931,1
0,2,9,2,0.58,0.26,0,0,0,0,0,1,1
0,2,9,3,0.6,0.24,0,0,0,0,0,1,1
0,2,9,4,0.6,0.22,0,0,0,0,0,1,1
0,2,9,5,0.62,0.34,0,0,0,0,0,1,1
0,2,9,6,0.64,0.38,0,0,0,0,0,1,1
0,2,9,7,0.64,0.44,0,0,0,0,0,1,1
0,2,9,8,0.66,0.46,0,0,0,0,0,1,1
0,2,9,9,0.66,0.44,0,0,0,0,0,1,1
0,2,9,10,0.68,0.52,0,0,0,0,0,1,1
0,2,9,11,0.68,0.56,0,0,0,0,0,1,1
0,2,9,12,0.76,0.6,0,0,0,0,0,1,1
0,2,9,13,0.76,0.68,0,0,0,0,0,1,1
0,2,9,14,0.76,0.76,0,0,0,0,0,1,1
0,2,9,15,0.76,0.78,0,0,0,0,0,1,1
0,2,9,16,0.82,0.8,0,0,0,0,0,1,1
0,2,9,17,0.86,0.8,0,0,0,0,0,1,1
0,2,9,18,0.86,0.78,0,0,0,0,0,1,1
0,2,9,19,0.86,0.78,0,0,0,0,0,1,1
0,2,9,20,0.86,0.8,0,0,0,0,0,0.975673,0.989491
0,2,9,21,0.86,0.84,0,0,0,0,0,0.956123,0.965869
0,2,9,22,0.82,0.84,0,0,0,0,0,0.925824,0.946318
0,2,9,23,0.82,0.84,0,0,0,0,0,0.904673,0.947262
0,2,9,24,0.8,0.88,0,0,0,0,0,0.882765,0.996887
0,2,9,25,0.78,0.9,0,0,0,0,0,0.861759,0.974348
0,2,9,26,0.76,0.9,0,0,0,0,0,0.846278,0.994646
0,2,9,27,0.72,0.9,0,0,0,0,0,0.803131,0.985029
0,2,9,28,0.68,0.88,0,0,0,0,0,0.767152,0.971786
0,2,9,29,0.66,0.86,0,0,0,0,0,0.750404,0.944309
0,2,9,30,0.64,0.82,0,0,0,0,0,0.751944,0.924628
0,2,9,31,0.62,0.78,0,0,0,0,0,0.783598,0.93231
0,2,9,32,0.58,0.74,0,0,0,0,0,0.761665,0.900865
0,2,9,33,0.56,0.72,0,0,0,0,0,0.744292,0.870315
0,2,9,34,0.56,0.7,0,0,0,0,0,0.729505,0.831296
0,2,9,35,0.54,0.66,0,0,0,0,0,0.713396,0.790671
0,2,9,36,0.54,0.64,0,0,0,0,0,0.723156,0.758702
0,2,9,37,0.54,0.6,0,0,0,0,0,0.716634,0.737208
0,2,9,38,0.5,0.58,0,0,0,0,0,0.692919,0.709799
0,2,9,39,0.5,0.58,0,0,0,0,0,0.673862,0.691543
0,2,9,40,0.5,0.58,0,0,0,0,0,0.67153,0.70533
0,2,9,41,0.5,0.54,0,0,0,0,0,0.671648,0.692625
0,2,9,42,0.52,0.5,0,0,0,0,0,0.695047,0.747744
0,2,9,43,0.52,0.48,0,0,0,0,0,0.725356,0.796108
0,2,9,44,0.54,0.46,0,0,0,0,0,0.714208,0.77023
0,2,9,45,0.54,0.42,0,0,0,0,0,0.711403,0.807267
0,2,9,46,0.54,0.4,0,0,0,0,0,0.70034,0.789684
0,2,9,47,0.52,0.36,0,0,0,0,0,0.6885,0.7818
0,2,9,48,0.52,0.34,0,0,0,0,0,0.68804,0.787775
0,2,9,49,0.52,0.32,0,0,0,0,0,0.672094,0.764835
0,2,9,50,0.52,0.28,0,0,0,0,0,0.806945,1
0,2,9,51,0.52,0.28,0,0,0,0,0,0.824251,1
0,2,9,52,0.52,0.24,0,0,0,0,0,0.822369,0.986287
0,2,10,1,0.56,0.24,0,0,0,0,0,0.86649,1
0,2,10,2,0.6,0.26,0,0,0,0,0,0.886642,1
0,2,10,3,0.62,0.24,0,0,0,0,0,0.895096,1
0,2,10,4,0.62,0.22,0,0,0,0,0,1,1
0,2,10,5,0.66,0.38,0,0,0,0,0,1,1
0,2,10,6,0.66,0.4,0,0,0,0,0,1,1
0,2,10,7,0.66,0.46,0,0,0,0,0,1,1
0,2,10,8,0.68,0.48,0,0,0,0,0,1,1
0,2,10,9,0.68,0.48,0,0,0,0,0,1,1
0,2,10,10,0.7,0.54,0,0,0,0,0,1,1
0,2,10,11,0.7,0.58,0,0,0,0,0,1,1
0,2,10,12,0.78,0.62,0,0,0,0,0,0.997703,1
0,2,10,13,0.78,0.72,0,0,0,0,0,1,1
0,2,10,14,0.78,0.78,0,0,0,0,0,1,1
0,2,10,15,0.78,0.82,0,0,0,0,0,1,1
0,2,10,16,0.84,0.82,0,0,0,0,0,0.996912,1
0,2,10,17,0.88,0.82,0,0,0,0,0,0.993163,1
0,2,10,18,0.88,0.8,0,0,0,0,0,0.993867,1
0,2,10,19,0.88,0.8,0,0,0,0,0,0.960311,1
0,2,10,20,0.88,0.82,0,0,0,0,0,0.969546,1
0,2,10,21,0.88,0.86,0,0,0,0,0,0.992118,1
0,2,10,22,0.84,0.86,0,0,0,0,0,0.963365,0.980543
0,2,10,23,0.84,0.86,0,0,0,0,0,0.940417,0.956651
0,2,10,24,0.82,0.9,0,0,0,0,0,0.904959,0.95033
0,2,10,25,0.8,0.92,0,0,0,0,0,0.897373,0.942325
0,2,10,26,0.76,0.92,0,0,0,0,0,0.871919,0.913325
0,2,10,27,0.74,0.92,0,0,0,0,0,0.83529,0.892198
0,2,10,28,0.7,0.9,0,0,0,0,0,0.822338,0.874079
0,2,10,29,0.68,0.86,0,0,0,0,0,0.794772,0.847044
0,2,10,30,0.66,0.82,0,0,0,0,0,0.777721,0.843869
0,2,10,31,0.64,0.8,0,0,0,0,0,0.750852,0.835135
0,2,10,32,0.6,0.76,0,0,0,0,0,0.709105,0.812208
0,2,10,33,0.56,0.74,0,0,0,0,0,0.681034,0.780444
0,2,10,34,0.58,0.72,0,0,0,0,0,0.653128,0.747001
0,2,10,35,0.56,0.68,0,0,0,0,0,0.634851,0.732983
0,2,10,36,0.56,0.66,0,0,0,0,0,0.617627,0.703952
0,2,10,37,0.54,0.62,0,0,0,0,0,0.626607,0.688645
0,2,10,38,0.52,0.6,0,0,0,0,0,0.622975,0.661028
0,2,10,39,0.52,0.58,0,0,0,0,0,0.620333,0.669581
0,2,10,40,0.52,0.58,0,0,0,0,0,0.677904,0.666014
0,2,10,41,0.52,0.56,0,0,0,0,0,0.711659,0.64184
0,2,10,42,0.52,0.52,0,0,0,0,0,0.934823,0.70816
0,2,10,43,0.54,0.48,0,0,0,0,0,0.981796,0.701328
0,2,10,44,0.56,0.46,0,0,0,0,0,0.982624,0.674882
0,2,10,45,0.56,0.42,0,0,0,0,0,0.974112,0.652852
0,2,10,46,0.56,0.4,0,0,0,0,0,0.959546,0.639524
0,2,10,47,0.54,0.36,0,0,0,0,0,0.946446,0.65968
0,2,10,48,0.54,0.34,0,0,0,0,0,0.994947,0.679871
0,2,10,49,0.54,0.32,0,0,0,0,0,1,0.667984
0,2,10,50,0.54,0.3,0,0,0,0,0,1,0.787188
0,2,10,51,0.54,0.28,0,0,0,0,0,1,0.817084
0,2,10,52,0.54,0.24,0,0,0,0,0,1,0.865559
0,2,11,1,0.58,0.24,0,0,0,0,0,1,1
0,2,11,2,0.62,0.26,0,0,0,0,0,1,1
0,2,11,3,0.64,0.24,0,0,0,0,0,1,1
0,2,11,4,0.66,0.22,0,0,0,0,0,1,1
0,2,11,5,0.68,0.4,0,0,0,0,0,1,1
0,2,11,6,0.68,0.44,0,0,0,0,0,1,1
0,2,11,7,0.68,0.5,0,0,0,0,0,1,1
0,2,11,8,0.7,0.5,0,0,0,0,0,1,1
0,2,11,9,0.7,0.5,0,0,0,0,0,1,1
0,2,11,10,0.72,0.56,0,0,0,0,0,1,1
0,2,11,11,0.72,0.6,0,0,0,0,0,1,1
0,2,11,12,0.8,0.64,0,0,0,0,0,1,1
0,2,11,13,0.8,0.74,0,0,0,0,0,1,1
0,2,11,14,0.8,0.8,0,0,0,0,0,1,1
0,2,11,15,0.8,0.84,0,0,0,0,0,1,1
0,2,11,16,0.86,0.84,0,0,0,0,0,1,1
0,2,11,17,0.9,0.84,0,0,0,0,0,1,1
0,2,11,18,0.92,0.84,0,0,0,0,0,1,1
0,2,11,19,0.9,0.82,0,0,0,0,0,1,1
0,2,11,20,0.9,0.84,0,0,0,0,0,0.997398,1
0,2,11,21,0.9,0.9,0,0,0,0,0,0.998812,1
0,2,11,22,0.86,0.9,0,0,0,0,0,0.997415,0.986114
0,2,11,23,0.86,0.88,0,0,0,0,0,0.99445,0.993128
0,2,11,24,0.84,0.92,0,0,0,0,0,0.9938,1
0,2,11,25,0.82,0.94,0,0,0,0,0,0.994767,0.973532
0,2,11,26,0.78,0.94,0,0,0,0,0,0.980572,0.981866
0,2,11,27,0.76,0.94,0,0,0,0,0,0.959652,0.973455
0,2,11,28,0.72,0.9,0,0,0,0,0,0.935554,0.977427
0,2,11,29,0.7,0.88,0,0,0,0,0,0.929214,0.960253
0,2,11,30,0.68,0.84,0,0,0,0,0,0.960856,0.949253
0,2,11,31,0.64,0.82,0,0,0,0,0,1,0.942097
0,2,11,32,0.62,0.78,0,0,0,0,0,0.984926,0.909223
0,2,11,33,0.58,0.76,0,0,0,0,0,1,0.9214
0,2,11,34,0.6,0.72,0,0,0,0,0,1,0.886084
0,2,11,35,0.58,0.7,0,0,0,0,0,1,0.858921
0,2,11,36,0.56,0.66,0,0,0,0,0,1,1
0,2,11,37,0.56,0.64,0,0,0,0,0,0.998798,1
0,2,11,38,0.52,0.6,0,0,0,0,0,0.999962,1
0,2,11,39,0.54,0.6,0,0,0,0,0,0.979798,0.97355
0,2,11,40,0.54,0.6,0,0,0,0,0,0.949851,0.970074
0,2,11,41,0.54,0.56,0,0,0,0,0,0.932065,0.947518
0,2,11,42,0.54,0.52,0,0,0,0,0,0.915518,0.923918
0,2,11,43,0.56,0.48,0,0,0,0,0,0.897252,0.897555
0,2,11,44,0.58,0.48,0,0,0,0,0,0.883614,0.873053
0,2,11,45,0.58,0.44,0,0,0,0,0,0.86721,0.844662
0,2,11,46,0.58,0.4,0,0,0,0,0,0.845813,0.820492
0,2,11,47,0.56,0.38,0,0,0,0,0,0.837716,0.807817
0,2,11,48,0.56,0.36,0,0,0,0,0,0.840068,0.990345
0,2,11,49,0.56,0.32,0,0,0,0,0,0.825382,0.99633
0,2,11,50,0.56,0.3,0,0,0,0,0,0.846683,1
0,2,11,51,0.56,0.28,0,0,0,0,0,0.85301,0.992376
0,2,11,52,0.56,0.24,0,0,0,0,0,0.854271,1
0,2,12,1,0.6,0.24,0,0,0,0,0,1,1
0,2,12,2,0.64,0.26,0,0,0,0,0,1,1
0,2,12,3,0.66,0.24,0,0,0,0,0,0.998723,1
0,2,12,4,0.66,0.22,0,0,0,0,0,0.998846,1
0,2,12,5,0.7,0.42,0,0,0,0,0,0.999771,1
0,2,12,6,0.7,0.46,0,0,0,0,0,1,1
0,2,12,7,0.7,0.5,0,0,0,0,0,1,1
0,2,12,8,0.72,0.52,0,0,0,0,0,1,1
0,2,12,9,0.72,0.52,0,0,0,0,0,1,1
0,2,12,10,0.74,0.58,0,0,0,0,0,1,1
0,2,12,11,0.74,0.62,0,0,0,0,0,1,1
0,2,12,12,0.82,0.66,0,0,0,0,0,1,1
0,2,12,13,0.82,0.76,0,0,0,0,0,1,1
0,2,12,14,0.82,0.82,0,0,0,0,0,1,1
0,2,12,15,0.82,0.84,0,0,0,0,0,1,1
0,2,12,16,0.88,0.86,0,0,0,0,0,0.998553,1
0,2,12,17,0.92,0.86,0,0,0,0,0,0.996617,1
0,2,12,18,0.92,0.84,0,0,0,0,0,1,1
0,2,12,19,0.92,0.84,0,0,0,0,0,1,1
0,2,12,20,0.92,0.86,0,0,0,0,0,1,1
0,2,12,21,0.92,0.9,0,0,0,0,0,0.993699,1
0,2,12,22,0.88,0.9,0,0,0,0,0,0.994789,1
0,2,12,23,0.88,0.9,0,0,0,0,0,1,1
0,2,12,24,0.86,0.94,0,0,0,0,0,0.968454,0.997763
0,2,12,25,0.82,0.96,0,0,0,0,0,0.937376,0.982253
0,2,12,26,0.8,0.94,0,0,0,0,0,0.910812,0.975335
0,2,12,27,0.76,0.94,0,0,0,0,0,0.989477,1
0,2,12,28,0.72,0.92,0,0,0,0,0,1,1
0,2,12,29,0.72,0.9,0,0,0,0,0,1,1
0,2,12,30,0.68,0.86,0,0,0,0,0,1,1
0,2,12,31,0.66,0.82,0,0,0,0,0,1,1
0,2,12,32,0.62,0.78,0,0,0,0,0,1,1
0,2,12,33,0.58,0.76,0,0,0,0,0,0.997669,1
0,2,12,34,0.6,0.74,0,0,0,0,0,0.996758,1
0,2,12,35,0.58,0.7,0,0,0,0,0,0.992153,1
0,2,12,36,0.58,0.68,0,0,0,0,0,0.987919,1
0,2,12,37,0.56,0.64,0,0,0,0,0,0.984294,1
0,2,12,38,0.54,0.62,0,0,0,0,0,0.980275,1
0,2,12,39,0.54,0.6,0,0,0,0,0,0.976042,1
0,2,12,40,0.56,0.6,0,0,0,0,0,0.950693,0.993575
0,2,12,41,0.56,0.56,0,0,0,0,0,0.968349,1
0,2,12,42,0.56,0.52,0,0,0,0,0,0.966604,1
0,2,12,43,0.58,0.48,0,0,0,0,0,0.96753,1
0,2,12,44,0.58,0.48,0,0,0,0,0,0.944221,0.979489
0,2,12,45,0.58,0.44,0,0,0,0,0,0.923343,0.961474
0,2,12,46,0.58,0.4,0,0,0,0,0,0.917245,0.937842
0,2,12,47,0.58,0.38,0,0,0,0,0,0.887942,0.929344
0,2,12,48,0.58,0.36,0,0,0,0,0,0.860216,0.898214
0,2,12,49,0.58,0.32,0,0,0,0,0,0.837973,0.884982
0,2,12,50,0.58,0.3,0,0,0,0,0,0.829988,0.875903
0,2,12,51,0.58,0.28,0,0,0,0,0,0.855303,0.90595
0,2,12,52,0.58,0.24,0,0,0,0,0,0.864372,1
0,2,13,1,0.5,0.26,0,0,0,0,0,0.897081,1
0,2,13,2,0.54,0.26,0,0,0,0,0,0.894055,0.998522
0,2,13,3,0.56,0.24,0,0,0,0,0,0.891194,1
0,2,13,4,0.56,0.24,0,0,0,0,0,0.912292,1
0,2,13,5,0.58,0.44,0,0,0,0,0,0.970784,1
0,2,13,6,0.58,0.46,0,0,0,0,0,0.974096,1
0,2,13,7,0.58,0.52,0,0,0,0,0,0.976438,1
0,2,13,8,0.6,0.54,0,0,0,0,0,0.976826,1
0,2,13,9,0.6,0.54,0,0,0,0,0,0.979117,1
0,2,13,10,0.62,0.6,0,0,0,0,0,0.981687,1
0,2,13,11,0.62,0.64,0,0,0,0,0,0.985865,1
0,2,13,12,0.68,0.68,0,0,0,0,0,0.988518,1
0,2,13,13,0.68,0.76,0,0,0,0,0,0.992262,0.999764
0,2,13,14,0.68,0.82,0,0,0,0,0,0.993439,1
0,2,13,15,0.68,0.86,0,0,0,0,0,0.985985,1
0,2,13,16,0.74,0.86,0,0,0,0,0,0.969069,1
0,2,13,17,0.78,0.86,0,0,0,0,0,0.962583,1
0,2,13,18,0.78,0.86,0,0,0,0,0,0.945884,1
0,2,13,19,0.78,0.86,0,0,0,0,0,0.921788,0.978654
0,2,13,20,0.78,0.88,0,0,0,0,0,0.94873,0.993327
0,2,13,21,0.76,0.92,0,0,0,0,0,0.992683,1
0,2,13,22,0.74,0.92,0,0,0,0,0,0.992487,1
0,2,13,23,0.74,0.92,0,0,0,0,0,0.977481,0.985194
0,2,13,24,0.74,0.94,0,0,0,0,0,0.989166,0.982693
0,2,13,25,0.7,0.98,0,0,0,0,0,0.992167,1
0,2,13,26,0.68,0.96,0,0,0,0,0,0.976729,0.981055
0,2,13,27,0.66,0.96,0,0,0,0,0,0.973219,0.974602
0,2,13,28,0.62,0.92,0,0,0,0,0,0.985186,1
0,2,13,29,0.6,0.9,0,0,0,0,0,0.952483,0.965714
0,2,13,30,0.58,0.86,0,0,0,0,0,0.931873,0.932683
0,2,13,31,0.56,0.84,0,0,0,0,0,0.918338,0.902607
0,2,13,32,0.54,0.8,0,0,0,0,0,0.907636,0.868186
0,2,13,33,0.52,0.76,0,0,0,0,0,1,1
0,2,13,34,0.52,0.74,0,0,0,0,0,1,0.987492
0,2,13,35,0.5,0.72,0,0,0,0,0,1,1
0,2,13,36,0.5,0.68,0,0,0,0,0,1,1
0,2,13,37,0.48,0.64,0,0,0,0,0,0.999708,1
0,2,13,38,0.46,0.62,0,0,0,0,0,1,0.993787
0,2,13,39,0.46,0.62,0,0,0,0,0,0.98452,1
0,2,13,40,0.46,0.6,0,0,0,0,0,0.990134,0.998648
0,2,13,41,0.46,0.56,0,0,0,0,0,0.976408,0.981553
0,2,13,42,0.46,0.54,0,0,0,0,0,0.950846,0.960325
0,2,13,43,0.48,0.5,0,0,0,0,0,0.937846,0.963898
0,2,13,44,0.48,0.48,0,0,0,0,0,0.990909,1
0,2,13,45,0.48,0.44,0,0,0,0,0,0.993293,1
0,2,13,46,0.48,0.42,0,0,0,0,0,0.996584,1
0,2,13,47,0.48,0.38,0,0,0,0,0,0.99803,1
0,2,13,48,0.48,0.36,0,0,0,0,0,1,1
0,2,13,49,0.48,0.34,0,0,0,0,0,1,1
0,2,13,50,0.48,0.3,0,0,0,0,0,1,1
0,2,13,51,0.48,0.28,0,0,0,0,0,1,1
0,2,13,52,0.48,0.26,0,0,0,0,0,0.992532,1
0,2,14,1,0.52,0.26,0,0,0,0,0,1,1
0,2,14,2,0.56,0.26,0,0,0,0,0,1,1
0,2,14,3,0.56,0.24,0,0,0,0,0,1,1
0,2,14,4,0.58,0.26,0,0,0,0,0,1,1
0,2,14,5,0.6,0.46,0,0,0,0,0,1,1
0,2,14,6,0.6,0.48,0,0,0,0,0,1,1
0,2,14,7,0.6,0.54,0,0,0,0,0,1,1
0,2,14,8,0.62,0.56,0,0,0,0,0,1,1
0,2,14,9,0.62,0.56,0,0,0,0,0,1,1
0,2,14,10,0.64,0.62,0,0,0,0,0,1,1
0,2,14,11,0.64,0.66,0,0,0,0,0,1,1
0,2,14,12,0.7,0.7,0,0,0,0,0,1,1
0,2,14,13,0.7,0.78,0,0,0,0,0,1,1
0,2,14,14,0.7,0.84,0,0,0,0,0,1,1
0,2,14,15,0.7,0.88,0,0,0,0,0,1,1
0,2,14,16,0.74,0.88,0,0,0,0,0,1,1
0,2,14,17,0.78,0.88,0,0,0,0,0,1,1
0,2,14,18,0.78,0.88,0,0,0,0,0,1,1
0,2,14,19,0.78,0.88,0,0,0,0,0,1,1
0,2,14,20,0.78,0.9,0,0,0,0,0,1,1
0,2,14,21,0.78,0.94,0,0,0,0,0,1,1
0,2,14,22,0.76,0.94,0,0,0,0,0,0.998773,1
0,2,14,23,0.76,0.94,0,0,0,0,0,1,1
0,2,14,24,0.74,0.96,0,0,0,0,0,1,0.974134
0,2,14,25,0.72,0.98,0,0,0,0,0,1,0.963582
0,2,14,26,0.68,0.98,0,0,0,0,0,0.983038,0.943216
0,2,14,27,0.66,0.96,0,0,0,0,0,0.955299,0.914534
0,2,14,28,0.64,0.94,0,0,0,0,0,0.970948,0.905877
0,2,14,29,0.6,0.92,0,0,0,0,0,0.938626,0.890014
0,2,14,30,0.6,0.88,0,0,0,0,0,0.924278,0.886829
0,2,14,31,0.58,0.84,0,0,0,0,0,0.928104,0.952829
0,2,14,32,0.54,0.8,0,0,0,0,0,1,1
0,2,14,33,0.52,0.78,0,0,0,0,0,0.998215,1
0,2,14,34,0.52,0.76,0,0,0,0,0,0.986411,1
0,2,14,35,0.52,0.72,0,0,0,0,0,0.949685,0.990962
0,2,14,36,0.5,0.7,0,0,0,0,0,0.964304,0.963964
0,2,14,37,0.48,0.66,0,0,0,0,0,0.937044,0.933413
0,2,14,38,0.46,0.62,0,0,0,0,0,0.92308,0.894853
0,2,14,39,0.46,0.62,0,0,0,0,0,0.91858,0.876157
0,2,14,40,0.48,0.62,0,0,0,0,0,0.898497,0.850539
0,2,14,41,0.48,0.58,0,0,0,0,0,0.875783,0.81458
0,2,14,42,0.48,0.54,0,0,0,0,0,0.852103,0.779822
0,2,14,43,0.48,0.5,0,0,0,0,0,0.840677,0.733969
0,2,14,44,0.5,0.48,0,0,0,0,0,0.834471,0.697941
0,2,14,45,0.5,0.44,0,0,0,0,0,0.834372,0.6832
0,2,14,46,0.5,0.42,0,0,0,0,0,0.835616,0.672033
0,2,14,47,0.48,0.38,0,0,0,0,0,0.84652,0.678515
0,2,14,48,0.48,0.36,0,0,0,0,0,0.89024,0.746343
0,2,14,49,0.48,0.34,0,0,0,0,0,0.928936,0.819016
0,2,14,50,0.48,0.3,0,0,0,0,0,1,0.937361
0,2,14,51,0.48,0.28,0,0,0,0,0,1,0.986356
0,2,14,52,0.48,0.26,0,0,0,0,0,1,1
0,2,15,1,0.52,0.26,0,0,0,0,0,1,1
0,2,15,2,0.56,0.26,0,0,0,0,0,1,1
0,2,15,3,0.58,0.24,0,0,0,0,0,1,1
0,2,15,4,0.58,0.28,0,0,0,0,0,1,1
0,2,15,5,0.6,0.48,0,0,0,0,0,1,1
0,2,15,6,0.62,0.5,0,0,0,0,0,1,1
0,2,15,7,0.62,0.56,0,0,0,0,0,1,1
0,2,15,8,0.62,0.58,0,0,0,0,0,1,1
0,2,15,9,0.62,0.56,0,0,0,0,0,1,1
0,2,15,10,0.64,0.62,0,0,0,0,0,1,1
0,2,15,11,0.64,0.68,0,0,0,0,0,1,1
0,2,15,12,0.7,0.7,0,0,0,0,0,1,1
0,2,15,13,0.72,0.8,0,0,0,0,0,1,1
0,2,15,14,0.72,0.86,0,0,0,0,0,1,1
0,2,15,15,0.72,0.88,0,0,0,0,0,1,1
0,2,15,16,0.76,0.9,0,0,0,0,0,1,1
0,2,15,17,0.8,0.88,0,0,0,0,0,1,1
0,2,15,18,0.8,0.88,0,0,0,0,0,1,1
0,2,15,19,0.8,0.9,0,0,0,0,0,1,1
0,2,15,20,0.8,0.92,0,0,0,0,0,0.986908,1
0,2,15,21,0.8,0.96,0,0,0,0,0,0.970336,1
0,2,15,22,0.76,0.96,0,0,0,0,0,0.96846,0.982726
0,2,15,23,0.76,0.94,0,0,0,0,0,0.958723,0.997661
0,2,15,24,0.76,0.96,0,0,0,0,0,0.991124,1
0,2,15,25,0.72,1,0,0,0,0,0,0.98874,0.968848
0,2,15,26,0.7,0.98,0,0,0,0,0,0.974711,0.95068
0,2,15,27,0.68,0.98,0,0,0,0,0,0.983264,0.932673
0,2,15,28,0.64,0.94,0,0,0,0,0,0.953227,0.892439
0,2,15,29,0.62,0.92,0,0,0,0,0,0.914197,0.850258
0,2,15,30,0.6,0.88,0,0,0,0,0,0.896433,0.820612
0,2,15,31,0.58,0.84,0,0,0,0,0,0.876218,0.772406
0,2,15,32,0.54,0.8,0,0,0,0,0,0.86076,0.740427
0,2,15,33,0.54,0.78,0,0,0,0,0,0.867393,0.722255
0,2,15,34,0.54,0.76,0,0,0,0,0,0.845552,0.690558
0,2,15,35,0.52,0.74,0,0,0,0,0,0.8309,0.664767
0,2,15,36,0.52,0.7,0,0,0,0,0,0.937607,1
0,2,15,37,0.5,0.66,0,0,0,0,0,0.911459,0.980841
0,2,15,38,0.48,0.64,0,0,0,0,0,0.895393,0.957434
0,2,15,39,0.48,0.62,0,0,0,0,0,0.876811,0.911556
0,2,15,40,0.48,0.62,0,0,0,0,0,0.876768,0.895157
0,2,15,41,0.48,0.58,0,0,0,0,0,0.878445,0.877386
0,2,15,42,0.48,0.54,0,0,0,0,0,0.852645,0.871033
0,2,15,43,0.5,0.5,0,0,0,0,0,0.845108,0.845448
0,2,15,44,0.5,0.5,0,0,0,0,0,0.827939,0.816176
0,2,15,45,0.5,0.46,0,0,0,0,0,0.831251,0.792922
0,2,15,46,0.5,0.42,0,0,0,0,0,0.823798,0.76779
0,2,15,47,0.5,0.38,0,0,0,0,0,0.818222,0.742786
0,2,15,48,0.5,0.36,0,0,0,0,0,0.81475,0.749044
0,2,15,49,0.5,0.34,0,0,0,0,0,0.81995,0.752937
0,2,15,50,0.5,0.3,0,0,0,0,0,0.845356,0.893488
0,2,15,51,0.5,0.28,0,0,0,0,0,0.881054,0.932818
0,2,15,52,0.5,0.26,0,0,0,0,0,0.95623,1
0,2,16,1,0.52,0.22,15.8882,52.0032,9.37531,0,0,1,1
0,2,16,2,0.54,0.22,15.0411,56.8883,9.4915,0,0,1,1
0,2,16,3,0.56,0.22,14.5041,66.945,9.52952,0,0,1,0.98583
0,2,16,4,0.56,0.2,15.0357,55.5772,9.65412,0,0,1,0.99108
0,2,16,5,0.58,0.2,14.686,60.391,9.29869,0,0,1,1
0,2,16,6,0.6,0.2,15.35,64.4587,9.1806,0,0,1,1
0,2,16,7,0.6,0.2,15.6979,62.7409,10.1691,0,0,1,1
0,2,16,8,0.6,0.2,14.6962,61.6695,10.2913,0,0,1,1
